ID,Sentence
861,denize açıl içine akıt avuç içine al dilinden anla baştan at çözüme bağla ağzına bak kolayına bak bağrına baş dibe bat göze bat canından bık elden bırak bır kaşık suda boğ göze çarp hesaba çek kabuğuna çekil arap saçına çevir çileden çık baştan çıkar canına değ dişe dökün suya sabuna dokunma dut yemiş bülbüle dön birbirine düş korkuya düş feleğin çemberinden geç başına gel insafa gel ipe sapa gel çıkmaza gir zora koş ağızdan kaçır altta kal rafa kaldır ayağa kapan etliye sütlüye karışma çana kıy ipten kazıktan kurtul yakasına sarıl yük altına şok kapana tutul yuvadan üç açığa vur pusuya yat vb
862,bır şeyi pişerken veya kaynarken çıkan sese lopur denir
863,bır şeyi yerken veya yutarken çıkan sese lopur denir
864,eskiden bazı bitkilerden bugün sodyum klorurden elde edilen sodyum karbonatin ticaretteki adına süt denir
865,gemilerin baş bodoslamalarinin her ıkı yanında cipayi içine alabilen ve güverteye açılan demir zincirin geçtiği deliğe loca denir
866,ağır baskı ve zorlamalarla sindirildi
867,ağzıyla çıkardığı sese kızıp fislama dıye cikistim
868,aklımdan geçti geceli şeni unutamiyorum
869,alaaddin ın işitim lambasına sahip olmak isterdim
870,anneannemin dantelli burgusu hâlen gözümün önünde
871,annemin yaptığı aşırı kimse yapamaz
872,annesine sınırlı ve saygısız davraninca annesini kusturdu
873,arkandaki sokuye oturabilirsin
874,arkasından gizlice pist dedi
875,arkaya yaslan ve fılmın tadını çıkar
876,artık problemlerini bır zahmet asiver
877,asilabilmek için elinden geleni yaptı nerdeyse
878,asilanis insandan insana değişir
879,asilanma atatürk için yapılan anmadir
880,asinti karakterlerden hiç hoşlanmam
881,askerde 4 saatte bır kesik sırası bize gelirdi
882,askerde asiverme işlemi akşama kadar sürdü
883,askerde bickici olan arkadaşım birçok işten muaf tutuluyordu
884,aşlık olduğu için çocuğu olmuyormuş
885,astirmak isteyen çöktü ama yaşatmak isteyen azdı
886,asilabilmedik bır problem olduğunu düşünmüyorum
887,asılı ağaçlardan daha fazla meyve alınıyor
888,atın ağzına taktıkları kesen canını acitiyordu
889,ayağını anîden suya vurunca saplama sesi çıktı
890,azerilerin kinli kiliclarini çok severim
891,azıcık giyimin siklasmali ki insanlardan saygı goresin
892,azit bileşimi kompleks olan bır kimyasaldir
893,babannem cehreyi kullanırken ayrı bır şeker ölurdu
894,babası ölünce iyice saldı kendini ne yiyor ne içiyor tiril tiril kaldı
895,bagdaki ailelerin bütün çocuklarını kulle dışında bır başka evde toplamislardi
896,bahçeyi bickiciya duzelttirdik
897,bahsedebildiklerin kadar bahsedemediklerinlede konusulursun
898,baña lâf sokusundan nefret edıyorum
899,başlıca şair ve nasirleri tamamıyla öğrenmek için kulliyat okumak merakina düştüm
900,bazı insanlar bü şekilde bır oluş şekli istemezler
901,beni candan usandirdi cefadan yâr usanmaz mı felekler yandı ahimdan muradim şemi yanmaz mı
902,beş sinik buğday aldım
903,bickicilik günümüzde yök olmaya yüz tutmuş bır meslektir
904,bicik ekmek parçası için kuşlar kavga ediyordu
905,bickicilik herkesin harcı değildir el mahareti ister
906,bır kişiyi siklastirma işlemi ö kişinin kisiligine de bağlıdır
907,bır meslekte uzluk seviyesine gelmek çok kolay değildir
908,bır saklatma sesi duydum fakat kimden geldiğini anlayamadım
909,bır tür dondurulmuş bır carkifelekti kendisi
910,bize gelmeleri gitgide siklasiyordu
911,bızım damdaki meles kuzularini çok seviyor
912,bordadan aşağı satlara inip torbaları sata bırakarak eli boş geri dönüyor
913,bozacinin şahidi siracidir derler
914,bü bağın uzumleri çok kaliteli ve çok siralidir
915,bü derginin basilma tarihî çok eski
916,bü eğlenceli satır gecenin organizasyonunda emeği geçen herkese çok teşekkür ederım
917,bü eseri ancak ve ancak nesren yasatabiliriz
918,bü eseri nesren yazmış
919,bü evi silis çok zor çünkü ev çok büyük
920,bü geometrik seklin kuturunu hesaplayiniz
921,bü güzel halilar hasıl ıle dokunarak guzellesti
922,bü ilaç mersin ağacının meyvesi olan murttan yapılır
923,bü ilaç cigerlerindeki iltihabı sokecek
924,bü kanunlar artık sakittir bü hükmü kalmamıştır
925,bü kaplar sirlanacak bunları bakirciya götür
926,bü kitabın nâsır işini hiçbir kitabevi ustlenmiyor
927,bü kursları alarak acindim
928,bü dolu kupler acindirilsin
929,bü odaya bır koselik lazım
930,bü sabunun kopuksuz olanı yök
931,bü sanat akımı sonuçu verilen pastisler birbirine çok benzerler
932,bü sayıyı kusursuz tam sayı hâline getirmelisin
933,bü sorunları asabilmek için çok uğraştı
934,bü şarkıyı set perdelerde calmamalisin
935,bü saz hareketlerinle kural dışı ölarak öğretmenlerin gözüne batiyorsun
936,bü şekilde olgunluk yaparsan hiçbir işin üstesinden gelemezsin
937,bü şekilde somurulmek zoruma gidiyor
938,bü ürünün polonya yä olan sif tutarı çok yüksektir
939,bü uzluk ıle şu icebilirsiniz
940,bü yaşadığı sima önü çok yipratmisti
941,bü yemeğin tadı çok şasi gıbı geldi
942,bü yemek büyük baş hayvanların trans etinden yapılır
943,bü yoğurt gün geçtikçe acilanmis
944,bugdaylar basakli bahar mı geldi ne
945,bunları birini bul bır yerlere saklat
946,buradan asit yere gitme
947,burgusuz vidayla olmaz bü iş dedim arkadaşıma
948,burgusuz makineyle delemezsiniz bü tüneli
949,burundugun bü kişilik şen değilsin
950,büsbütün aç bır parça ağaç kisri ve bır kürü portakal kabuğu bıle bulamayan insan iskeletlerinin son iniltisini dinliyorduk
951,bütün okul tarafından tanin ki işler sana gelsin
952,camları temizlikci kadına sildirdim
953,çamlık alandan geçtikten sönra ofisne ulasiliyordu
954,cimbar bozoyuk te hâlen kullanılan bır alettir
955,ciyakla ciyaklayabildigin kadar yağma yök
956,ciyaklamaktan vazgeç artık
957,cicik büyüklüğünde bır çivi getirtmis
958,cima yapmak için zinadan uzak durdu
959,çamaşırları islenmesin dıye çok uğraştı
960,canlı arabalardan kalmadı artık
961,cansız kilise düşünülemez
962,çay ilistiri kullanilmadimi ben kleyif almıyorum
963,ceyizindeki ortuleri suzeni islemeleriyle yapmıştı
964,cimbar olmadan halı kilim dokumak olmaz
965,ciftlikteki kahyanin tutulduğu sakagi hastalığı atlardan geçmiş
966,çocuğun ayağındaki eşik yüzünden alciya alındı
967,çocuk bilyeyi lup dıye yuttu
968,çocuklar inegin canına çok meraklıdır
969,çocukların fisirtisi yüzünden uyuyamadım
970,çok gezegendi biz gençler bıle ayak uyduramazdik
971,çok şıp bır şekilde hiç vakit kaybetmeden bü işi halletmen lazım
972,dalgalar kıyıya vurup fısıldıyordu
973,delilleri saklatmanin yolunu bulmuştu
974,dereden gelen sirlama sesleri insanın ruhunu dinlendiriyordu
975,disardaki soğuk golün tamamını döndürdü
976,dikislerde siklastirma yapmalı ve ipliklerin gorunmemesini saglamalisin
977,dondurulmuş gıda tuketmeyiniz
978,dudagimdaki yirik çok canımı yakıyor
979,ekmeklerin sobe olanindan vermeni rica edıyorum
980,el cirpmalari çıkardığı saklama sesinden dolayı yasaklanmıştı
981,elindeki herşeyi çarçur etti yazık ki
982,elindekileri çocuğa astirdi
983,ellerini saklatma çok gürültü ölüyor
984,ellerini saplatma sesinden rahatsız olanlar var
985,erkek arkadaşının yaptığı tam bır cigliktir
986,eski insanlar şu kullanmak için çam kaplar yerıne varillar kullaniyorlarmis
987,eskiden leblebi ve lokumlari buruma doldururlardi
988,estir deli rüzgar aklım başımda değil
989,eslemeye göre kime benzedigimi öğrendim
990,etleri korluktan almazsan bıraz sönra yanacaklar
991,evimizin bahçesi bicik bır araziydi
992,evine aldığı pisik öna bır türlü alışamamıştı
993,evlerinin önü bulgur sokusu yel estikçe gelir sevgilinin kokusu
994,fisildamadan konusunuz bakayım
995,fislamadan duramiyor hınzır çocuk
996,fısıldayan şu geçmişi hatırlattı birden
997,fosur fosur sigara icmesiyle meshurdu
998,fosurdama sesi çok rahatsız edici
999,fonlu saçlarıyla herkesin ilgisini çekiyordu
1000,gelinin kına gecesinde söylenen bayatı herkesi ağlattı
1001,genç adam tekrar elini hastanın başına şakağına goturerek bütün yüzünü boynunu okşadı
1002,giyiminde siklasmaya annesi sebep ölüyordu
1003,gomleginin ıkı yakasını ilistirdi
1004,gördüğü muamele sonuçu artık ö yerde çalışmaktan sindirilmisti
1005,gözleri sesi olan çocukla sınıf arkadaşları alay ediyorlardı
1006,hapishanedeki sislenme olayı büyük yankı uyandırdı
1007,harmani toplamak için çok çalıştılar
1008,hasadan yapılmış elbisesi çok yakisiyordu
1009,hastalık belirtilerinde siklasma görüldü
1010,hasis üretimi yasaklandı
1011,hava sislendi bü havada yola çıkılmaz
1012,havadaki sislenme görüş mesafesini çok azaltmisti
1013,hayatın zorluklarina karşı sinik olmamalisin
1014,hayattaki en önemli şeylerden üçü iş güç astir
1015,hep bır ovulu ölsün isminide babasının ismini koysun isterdi
1016,herkeş birbirine estir
1017,herkesin begendigi havalı bır kızdı
1018,hindistandaki cengellerin başka bır örneği dünyanın hiçbir yerinde yök
1019,iskota bayramı kabotaj bayramı adıyla kutlanıyor
1020,iç anadoludaki gollük yoreler çok güzel
1021,ıkı mesafe arasındaki tul çeşitli yollarda büyüyebilir
1022,ıkı yıldır kopuksuz çalışmanın yorgunluğunu bıraz atabilmek için bır ıkı haftalık bır dinlenme planı yaptım
1023,ikiz kardeşler farklı firmada olmalarına rağmen istes alanda çalışıyorlardı
1024,imparatorluğun hizlica sokulusunu bü dönemde bariz bır şekilde izleyebilirsiniz
1025,inancı tam olan birini dinden donduremezsin
1026,işim olmadıkları hâlde işim gıbı kullanılan sözcükler oldukları için adillari özne ölarak kullanabilirsiniz
1027,işlemek için özel bır kanal bulunuyordu
1028,işlenmiş materyal daha değerlidir
1029,italyan denizciler iskotayi çok ıyı bağlar
1030,kandilin isitmasiyla etraf aydinlaniyordu
1031,kanisim sana değil kendimedir
1032,karacaoğlan der ki taptığım tapi yikilmaz tanrı nın yaptığı yapı
1033,tavuk etini fırına sürmeden önce ocakta utulmen gerekiyor
1034,karşılıklı kesismeler aşkın kivilcimlariydi
1035,kasinmadan dolassa sasardim
1036,kavanoz devrilince sakirti sesi geldi
1037,kazagimi çekip çekip sundurme
1038,kedi ailesinin en hizlisi hiç kuşkusuz ki citadir
1039,kedileri pist dıye kovaladi
1040,keskilerimiz hatalarimiz değil tecrubelerimizdi
1041,hanceri kiniyla beraber arkadaşına hediye etti
1042,kiriklarin ve cikiklarin sekellerine kaplica yararlıdır
1043,kirlardan topladığı otur çiçeklerini annesine verdi
1044,kızın kulağına şarkı fısıldıyordu
1045,kimyasal deneyde odyometre kullanılması gerekir
1046,kinsiz hoşgörülü bır dünya arzuluyorum
1047,körün tabakası deriyi koruyan bır olusumdur
1048,köpekler sahibine en sagdik hayvanlardan biridir
1049,köpeklerin asilanislari beni şaşırttı
1050,koseligin tedavisine tıp çözüm bulamadı
1051,köşeye sinik bır kedi gördüm
1052,kötü ve aşırı davranışlarıyla çocuğu sindirdi
1053,kulağının yeterliliğini ancak ve ancak odyometre kullanarak anlayabilirler
1054,kumarda tüm parasını kaybedince tapi dedi
1055,dağlarda kurtlar tilkiler cirit atıyor
1056,kuyruk sokumundaki ağrı için doktora gıttı
1057,kuzey yarım kureyi güney yarım kureden ayirdigina inanılan çizgiye eslek derlermis
1058,küçük kız bogu görünce korkudan çığlık attı
1059,kürt sorunu gerekli ceza sistemi gelistirmedigi sürece çözülmez
1060,kusurlu sayilarda matematiksel yanlışlıklar olabilir
1061,kutluler âk obeklerle ovaya yayilmisti
1062,makinedeki çamaşırları asiver
1063,marmaranin iklimi ilimandir
1064,memurların bır sonraki nasip dönemi bır sonraki yaza kaldı
1065,muslugun birden açılmasıyla dökülen şu fosladi
1066,münakaşa eski dilde eksiltmedir
1067,nargile içerken fosurdatmasi hoşuma giderdi
1068,nargileyi fosurdata fosurdata içerdi
1069,ö pirpiri bır insandı evinde en küçük bır düzensizlik gördüğünde deliye dönerdi
1070,ö başta kuskunu kopmuş egerli dulduller bü başta paldim düşmüş semerli bulbuller
1071,ö normal sıradan kendi hâlinde şansız bır insan olmasına rağmen ünlü bır insanmış gıbı davraniyordu
1072,ö çok seci bır askerdi korku nedir bilmezdi
1073,ö ölçüm kisiligiyle bilmiş bilmiş konuşup herkesin canını sıkmıştı
1074,oğluna aldığı miskali hâlâ saklıyor
1075,okulun ılk gününde sulugunu kaybetmişti
1076,okumayı sokusuyle beraber okuma kitapları aldı
1077,olayların akışını tesretmek lazım ki olaylar ilerlesin
1078,olmusluk bır usta olmanın vazgecilmezlerindendir
1079,olumluluk her zaman işe yaramaz
1080,onun en çok bahsedebilme özelliğini seviyorum
1081,ortalıkta bır suyu dolaşıyor
1082,osmanlı da osurleri ayda bır kere topluyorlardi
1083,osmanlı denizciliginde cirnik önemli yer kaplar
1084,oyun oynarken en sevmediğim şey fosurdatmaydi
1085,olmusluk insan için önemli değildir önemli olan insanın ölünce neyi kalıcı ölarak biraktigidir
1086,olumluluk her canlının kaçınılmaz bır gerçeğidir
1087,önce evde yapılmış vişne likörü yahut bizdeki rakiya benzeyen pastisler içilir
1088,onumdeki denizin fisiltisini duyuyordum
1089,ovul ki başkaları tarafından begenildigini anlayasin
1090,prizmanin bır diğer adı da mensurdur
1091,saflari siklastirin
1092,sana para vermezlerse kendini acindir
1093,şen yolunda salık olursan ö yolda ancak bü şekilde başarılı ölürsün
1094,senden bahsedebilmesi bıle şeni unutmadigini gösterir
1095,senden hâlâ bahsedebiliyorsam unutmamisim demektir
1096,sevdicegine hediye ölarak burumcek aldı
1097,sevgilimin yaptıkları canımı acıtıyor
1098,sindirdin artık beni şeni bır daha görmek istemiyorum
1099,sinirsizlik dıye bır şey yoktur her şeyin herkesin bır sınırı vardır
1100,siraci elinde kemanla ayağa kalkarak çeşitli nameler yapıp davetlileri coşturdu
1101,sigara içerken fosurdatmadan edemezdi
1102,singin bır karakter olmamalisin gereken yerde hakkını aramalisin
1103,sinirsizlik çok ıyı bır şey gıbı görünse de zaman zaman çok kötü bır özellik hâline dönüşebilir
1104,sinsice sokulusuna bakılınca mutlaka bır menfaati vardı
1105,son attığı düşe zariyla marş etti
1106,son beş yılda astirmadik engel kalmadı
1107,şu sildir sildir akiyordu
1108,suların sarildamasi insanı dinlendiriyordu
1109,sumsuk ıle şimdi ağzını burnunu kiracagim
1110,sundurda bugün komsulara ziyafet çekmeyi düşünüyoruz
1111,suyun akisiyla buralar asinti olmuş
1112,suyun fosurdamadan kaynadigini anlamıyorum
1113,sulalemin kökleri oğuz turklerinden yüreğir boyuna aıttır
1114,sapa yağıyor kara dönüştürür mü merak edıyorum
1115,savulunu kaybeden inşaat işçisi duvarı savul olmadan düzgün oremeyecegini söylüyordu
1116,sirasiz uzumleri çok ucuz fiyata satmak zorunda kalmıştı
1117,şu kardeşini bıraz siklastir çok rüküş giyiniyor
1118,şu oluğu götürün kimsenin bilmediği bır yere gomun
1119,şu sumsuk çocukta ne buluyorsun anlamıyorum
1120,tabak düşünce mutfaktan bır sakirdama sesi geldi
1121,tam tosunde bır ağrı varmış nöroloji doktorundan randevu alacakmış
1122,tarihin en ıyı besleme fılm serisini izledim
1123,tarikat zikirlerindeki muritler tesbihatlarini vırt etmekte yukumluyduler
1124,tarlada bulunan murt etrafa kötü kökü yayıyordu
1125,tarladan salaklari toplamayin olgunlasip karpuz olunca toplarsiniz
1126,tecavüz suclularini asabilmek isterdim doğrusu
1127,tecavüz suçundan hapse giren şuçlular genellikle sislenir
1128,tekirdagin burgulusu çok meshurdur
1129,tencereleri bulasik makinesine yerleştirirken çok sakirdadi
1130,toplanilan işle mürekkep yapardık
1131,trendeki kıza asılması çok büyük ayıptı
1132,tulbent üzerine suzeni işinde büyük bır ustalıkla muvaffakiyetler gosterdiginden bahsedenler vardı
1133,türkiye ibisin anavatanindan biridir
1134,uykusunda bıle fosurdatirdi
1135,uzakdogudaki buruk geleneği ülkeden ülkeye değişir
1136,uzun zaman sönra bır araya gelip ıkı lafın belini kırıp sigara tutturduler
1137,üç katlı evimizin basakli olduğu gelir aklıma
1138,vurduğu tokat öyle bır sakladi ki
1139,yakanin yamuk yerini bü igneyle tutturabilirsin
1140,yaptığın hata karşısında ezilip buzulmek çok yanlış
1141,yaptıkları zulumler sonucundan hayattan singin bır karakter hâline gelmişti
1142,yaslandım artık dostum hayat beni yordu yiprandirdi
1143,yasliliktan yüzü kiriş kiriş olmuştu
1144,yavaşça söküldü ve az sönra öleceğini söyledi
1145,yediği bozuk yemek çocuğu kusturmustu
1146,yemekten bır tig aldı bıraktı
1147,yenı bilgisayar hocamız pek kaşıntılı
1148,yenı girdiği işten istifa etmesi herkesi şaşırttı
1149,yenicerilerin pirpirilarinin kumaşı bursa dan gelirdi
1150,yikadigin çamaşırları teste koyup buraya getir
1151,yogurdun içine havanda tuz karıştırılarak dövülmüş subye kıvamına getirilmiş dış sarımsak eklenir
1152,yüreğir adänä ilimize ait şirin bır ilcedir
1153,yüze guluculugun at oynattığı bır aydınlar ortamında kusebilmek bıle insanı odunculerden ayıran bır nitelik ölüyor
1154,zavallı adamı oracıkta astılar ve hiç kimse sesini çıkarmadı
1155,zengin çocuklarına ariz munasebetsizlikler fakir çocuklarına mahsus fenaliklardan aşağı kalmıyor
1156,senin açın hepimizin acisidir
